"","flightsbinded.Date","flightsbinded.AIRLINE","flightsbinded.ORIGIN_AIRPORT","flightsbinded.DISTANCE","flightsbinded.DEPARTURE_DELAY","flightsbinded.TAXI_OUT","flightsbinded.WHEELS_OFF","flightsbinded.TAXI_IN","flightsbinded.WHEELS_OFF.1","flightsbinded.ARRIVAL_DELAY"
"12342",2015-01-31,"WN","LAX",337,-2,6,1104,6,1104,-13
"12343",2015-01-31,"DL","JFK",2586,1,17,1118,6,1118,-9
"12344",2015-01-31,"OO","RNO",192,-2,18,1119,4,1119,-8
"12345",2015-01-31,"OO","ABQ",896,0,14,1119,5,1119,-25
"12346",2015-01-31,"UA","LAX",337,16,23,1152,6,1152,16
"12347",2015-01-31,"US","PHX",651,14,42,1216,6,1216,24
"12348",2015-01-31,"DL","SLC",599,-3,14,1131,5,1131,-28
"12349",2015-01-31,"VX","LAS",414,-6,14,1133,6,1133,-12
"12350",2015-01-31,"VX","LAX",337,4,13,1142,3,1142,-6
"12351",2015-01-31,"OO","MRY",77,-8,8,1125,9,1125,-15
"12352",2015-01-31,"UA","IAH",1635,13,12,1156,5,1156,-38
"12353",2015-01-31,"OO","SEA",679,58,27,1258,4,1258,54
"12354",2015-01-31,"UA","DEN",967,2,11,1147,5,1147,-26
"12355",2015-01-31,"UA","PHX",651,15,31,1231,5,1231,12
"12356",2015-01-31,"OO","JAC",737,-8,10,1148,13,1148,-22
"12357",2015-01-31,"WN","PHX",651,3,43,1236,5,1236,21
"12358",2015-01-31,"OO","SMF",86,67,17,1316,4,1316,63
"12359",2015-01-31,"OO","TUS",751,13,12,1218,4,1218,-5
"12360",2015-01-31,"AS","SEA",679,0,17,1212,5,1212,-10
"12361",2015-01-31,"UA","EWR",2565,20,12,1228,4,1228,9
"12362",2015-01-31,"WN","DEN",967,3,13,1216,4,1216,-19
"12363",2015-01-31,"UA","JFK",2586,-2,22,1220,6,1220,-7
"12364",2015-01-31,"WN","DAL",1476,0,9,1214,4,1214,-28
"12365",2015-01-31,"UA","ORD",1846,10,17,1232,7,1232,3
"12366",2015-01-31,"OO","RNO",192,2,11,1226,3,1226,-10
"12367",2015-01-31,"AA","LAX",337,-4,19,1235,3,1235,-5
"12368",2015-01-31,"UA","SAN",447,-9,12,1228,4,1228,-19
"12369",2015-01-31,"OO","SBA",262,5,6,1239,3,1239,-7
"12370",2015-01-31,"OO","ONT",363,-5,11,1236,5,1236,-16
"12371",2015-01-31,"OO","MFR",329,-9,12,1239,4,1239,-13
"12372",2015-01-31,"B6","LAS",414,-3,13,1300,9,1300,-18
"12373",2015-01-31,"OO","BFL",238,-2,10,1258,2,1258,-29
"12374",2015-01-31,"UA","SNA",372,-7,14,1257,3,1257,-19
"12375",2015-01-31,"UA","IAH",1635,16,11,1318,4,1318,-29
"12376",2015-01-31,"AS","PDX",550,-9,18,1309,7,1309,-10
"12377",2015-01-31,"UA","LAS",414,36,38,1414,12,1414,42
"12378",2015-01-31,"WN","LAX",337,-1,8,1312,4,1312,-10
"12379",2015-01-31,"WN","SAN",447,-3,8,1310,5,1310,-15
"12380",2015-01-31,"UA","LAX",337,75,17,1442,5,1442,62
"12381",2015-01-31,"OO","PSP",421,-8,11,1322,5,1322,-25
"12382",2015-01-31,"OO","SLC",599,15,10,1346,4,1346,-14
"12383",2015-01-31,"WN","LAS",414,-7,11,1329,6,1329,-15
"12384",2015-01-31,"AA","DFW",1464,0,18,1343,4,1343,-22
"12385",2015-01-31,"VX","LAX",337,-11,12,1331,4,1331,-17
"12386",2015-01-31,"UA","SAN",447,-8,16,1339,4,1339,-15
"12387",2015-01-31,"VX","LAS",414,0,14,1349,5,1349,-12
"12388",2015-01-31,"OO","ACV",250,-1,12,1354,4,1354,-1
"12389",2015-01-31,"VX","SAN",447,-7,10,1348,5,1348,-12
"12390",2015-01-31,"OO","BUR",326,-8,9,1346,3,1346,-27
"12391",2015-01-31,"HA","HNL",2398,-3,14,1401,13,1401,-27
"12392",2015-01-31,"AA","ORD",1846,-1,13,1407,3,1407,-16
"12393",2015-01-31,"UA","PDX",550,-5,12,1402,3,1402,-19
"12394",2015-01-31,"UA","KOA",2367,-3,12,1405,7,1405,-29
"12395",2015-01-31,"UA","JFK",2586,-4,21,1417,5,1417,-15
"12396",2015-01-31,"UA","LIH",2447,-4,8,1404,4,1404,-40
"12397",2015-01-31,"OO","FAT",158,-10,9,1400,2,1400,-26
"12398",2015-01-31,"OO","CEC",304,-4,6,1404,5,1404,-22
"12399",2015-01-31,"UA","HNL",2398,-4,17,1415,4,1415,-27
"12400",2015-01-31,"AS","SEA",679,14,13,1432,10,1432,17
"12401",2015-01-31,"OO","RDD",199,-8,11,1412,5,1412,-22
"12402",2015-01-31,"OO","RDM",462,-13,15,1415,20,1415,-1
"12403",2015-01-31,"OO","SBP",190,-3,9,1419,6,1419,-2
"12404",2015-01-31,"OO","BOI",522,-2,20,1432,4,1432,-4
"12405",2015-01-31,"UA","SEA",679,108,13,1616,6,1616,87
"12406",2015-01-31,"OO","SUN",587,1,9,1426,3,1426,-15
"12407",2015-01-31,"AA","MIA",2585,-5,22,1437,4,1437,-31
"12408",2015-01-31,"UA","BOS",2704,0,13,1439,4,1439,-7
"12409",2015-01-31,"UA","EWR",2565,-8,23,1445,2,1445,-30
"12410",2015-01-31,"VX","DAL",1476,-9,12,1438,5,1438,-36
"12411",2015-01-31,"UA","DEN",967,-1,21,1457,4,1457,-15
"12412",2015-01-31,"VX","LAS",414,-2,10,1448,4,1448,-20
"12413",2015-01-31,"OO","MRY",77,54,9,1545,1,1545,38
"12414",2015-01-31,"UA","PHX",651,-11,13,1449,12,1449,-16
"12415",2015-01-31,"HA","OGG",2338,4,9,1503,12,1503,-23
"12416",2015-01-31,"UA","OGG",2338,-3,11,1458,5,1458,-31
"12417",2015-01-31,"OO","ONT",363,-5,14,1500,4,1500,-13
"12418",2015-01-31,"US","PHX",651,-3,25,1517,5,1517,-2
"12419",2015-01-31,"US","CLT",2296,12,15,1522,6,1522,-21
"12420",2015-01-31,"WN","LAX",337,-5,9,1504,4,1504,-12
"12421",2015-01-31,"UA","LAS",414,-7,15,1508,6,1508,-21
"12422",2015-01-31,"UA","IAH",1635,-3,14,1513,9,1513,-25
"12423",2015-01-31,"OO","SLC",599,3,16,1526,3,1526,-23
"12424",2015-01-31,"UA","LAX",337,-8,13,1515,5,1515,-23
"12425",2015-01-31,"OO","SBA",262,-10,10,1519,10,1519,-11
"12426",2015-01-31,"UA","ORD",1846,2,13,1537,5,1537,-9
"12427",2015-01-31,"WN","SAN",447,5,8,1538,4,1538,-5
"12428",2015-01-31,"VX","LAX",337,13,9,1552,5,1552,8
"12429",2015-01-31,"WN","LAS",414,-7,11,1534,5,1534,-14
"12430",2015-01-31,"DL","MSP",1589,-1,20,1549,5,1549,-5
"12431",2015-01-31,"UA","JFK",2586,-11,19,1538,2,1538,-21
"12432",2015-01-31,"OO","DFW",1464,-5,18,1551,4,1551,-18
"12433",2015-01-31,"WN","DEN",967,-4,11,1547,5,1547,-21
"12434",2015-01-31,"UA","DEN",967,6,12,1558,6,1558,-11
"12435",2015-01-31,"DL","DTW",2079,121,23,1805,7,1805,104
"12436",2015-01-31,"VX","LAS",414,-7,10,1603,5,1603,-18
"12437",2015-01-31,"AA","DFW",1464,-2,14,1612,4,1612,-31
"12438",2015-01-31,"UA","LAS",414,-10,14,1604,2,1604,-22
"12439",2015-01-31,"US","PHL",2521,43,11,1659,6,1659,14
"12440",2015-01-31,"UA","LAX",337,-9,13,1610,4,1610,-19
"12441",2015-01-31,"OO","SMF",86,-8,9,1609,4,1609,-22
"12442",2015-01-31,"AA","ORD",1846,-1,14,1623,4,1623,-13
"12443",2015-01-31,"WN","PHX",651,46,8,1709,4,1709,34
"12444",2015-01-31,"UA","ORD",1846,0,11,1626,6,1626,-29
"12445",2015-01-31,"VX","ORD",1846,-3,13,1630,6,1630,-18
"12446",2015-01-31,"AA","LAX",337,-5,15,1630,4,1630,-12
"12447",2015-01-31,"OO","RNO",192,-13,26,1636,5,1636,-7
"12448",2015-01-31,"UA","IAD",2419,19,10,1655,5,1655,-12
"12449",2015-01-31,"VX","JFK",2586,0,17,1647,6,1647,-27
"12450",2015-01-31,"DL","JFK",2586,34,19,1723,6,1723,-1
"12451",2015-01-31,"US","CLT",2296,-6,36,1705,8,1705,-3
"12452",2015-01-31,"VX","LAX",337,-8,8,1635,5,1635,-15
"12453",2015-01-31,"B6","JFK",2586,-6,17,1646,7,1646,-17
"12454",2015-01-31,"B6","BOS",2704,51,15,1751,4,1751,67
"12455",2015-01-31,"UA","PDX",550,-5,9,1650,6,1650,-12
"12456",2015-01-31,"OO","SAT",1482,2,18,1709,5,1709,-10
"12457",2015-01-31,"WN","SAN",447,-3,7,1654,4,1654,-16
"12458",2015-01-31,"DL","SLC",599,1,15,1706,5,1706,-14
"12459",2015-01-31,"UA","SAN",447,-3,14,1706,6,1706,-14
"12460",2015-01-31,"OO","EUG",451,-10,10,1658,4,1658,-26
"12461",2015-01-31,"VX","DCA",2442,9,13,1722,5,1722,-6
"12462",2015-01-31,"OO","MCI",1499,12,25,1737,5,1737,11
"12463",2015-01-31,"OO","MTJ",791,-9,10,1701,4,1701,-31
"12464",2015-01-31,"OO","HDN",838,-14,11,1657,4,1657,-35
"12465",2015-01-31,"OO","SMF",86,-15,8,1653,2,1653,-27
"12466",2015-01-31,"OO","ASE",848,6,26,1732,3,1732,-4
"12467",2015-01-31,"OO","AUS",1504,-4,13,1709,6,1709,-35
"12468",2015-01-31,"UA","EWR",2565,-5,14,1709,4,1709,-44
"12469",2015-01-31,"OO","SNA",372,20,13,1736,4,1736,18
"12470",2015-01-31,"UA","FLL",2583,-1,13,1720,4,1720,-42
"12471",2015-01-31,"WN","LAX",337,-1,9,1718,3,1718,-9
"12472",2015-01-31,"OO","MSP",1589,-1,14,1723,9,1723,10
"12473",2015-01-31,"OO","PSP",421,-5,13,1718,6,1718,-12
"12474",2015-01-31,"OO","MMH",193,41,11,1810,19,1810,39
"12475",2015-01-31,"AS","PSP",421,-12,19,1727,6,1727,-9
"12476",2015-01-31,"OO","MRY",77,-1,10,1731,3,1731,-8
"12477",2015-01-31,"OO","LAS",414,-7,29,1747,4,1747,1
"12478",2015-01-31,"OO","ACV",250,-6,9,1730,29,1730,4
"12479",2015-01-31,"UA","JFK",2586,-4,19,1744,6,1744,-23
"12480",2015-01-31,"B6","LGB",354,-11,10,1729,6,1729,-20
"12481",2015-01-31,"VX","FLL",2583,4,10,1749,7,1749,-43
"12482",2015-01-31,"OO","FAT",158,-5,10,1742,4,1742,-18
"12483",2015-01-31,"AA","DFW",1464,1,12,1753,4,1753,-24
"12484",2015-01-31,"OO","SBP",190,-8,4,1738,19,1738,-8
"12485",2015-01-31,"UA","IAH",1635,24,20,1826,4,1826,-8
"12486",2015-01-31,"AA","JFK",2586,27,15,1827,7,1827,-1
"12487",2015-01-31,"AS","SEA",679,-6,18,1807,6,1807,-7
"12488",2015-01-31,"DL","ATL",2139,-4,13,1804,4,1804,-49
"12489",2015-01-31,"UA","PHX",651,-6,10,1802,6,1802,-22
"12490",2015-01-31,"US","PHX",651,-1,21,1819,6,1819,-4
"12491",2015-01-31,"US","PHL",2521,-6,14,1808,7,1808,-20
"12492",2015-01-31,"WN","LAS",414,-4,13,1809,5,1809,-11
"12493",2015-01-31,"OO","MFR",329,-5,9,1804,11,1804,-11
"12494",2015-01-31,"UA","ORD",1846,-1,23,1825,4,1825,-12
"12495",2015-01-31,"US","CLT",2296,-2,12,1815,9,1815,-36
"12496",2015-01-31,"OO","ONT",363,-9,11,1815,33,1815,5
"12497",2015-01-31,"UA","MCO",2446,11,12,1836,9,1836,-23
"12498",2015-01-31,"AA","ORD",1846,-8,10,1817,5,1817,-30
"12499",2015-01-31,"UA","EWR",2565,41,18,1915,5,1915,13
"12500",2015-01-31,"B6","FLL",2583,-1,14,1832,10,1832,-32
"12501",2015-01-31,"WN","SNA",372,-4,7,1823,8,1823,-5
"12502",2015-01-31,"VX","LAX",337,-3,7,1829,5,1829,-16
"12503",2015-01-31,"WN","MDW",1855,-4,8,1839,6,1839,-27
"12504",2015-01-31,"AA","MIA",2585,10,14,1904,4,1904,-27
"12505",2015-01-31,"AA","LAX",337,-10,12,1842,6,1842,-13
"12506",2015-01-31,"OO","SAN",447,-3,20,1859,5,1859,-3
"12507",2015-01-31,"AS","SEA",679,5,11,1911,6,1911,-13
"12508",2015-01-31,"AS","PDX",550,-5,11,1901,10,1901,-20
"12509",2015-01-31,"AA","DFW",1464,5,18,1923,5,1923,-13
"12510",2015-01-31,"OO","SLC",599,-16,20,1906,15,1906,-11
"12511",2015-01-31,"OO","PSP",421,1,12,1917,4,1917,-9
"12512",2015-01-31,"UA","DEN",967,4,15,1927,4,1927,-23
"12513",2015-01-31,"UA","IAH",1635,7,11,1938,5,1938,-19
"12514",2015-01-31,"WN","PHX",651,-4,11,1947,3,1947,-12
"12515",2015-01-31,"UA","ORD",1846,24,14,2019,3,2019,-6
"12516",2015-01-31,"UA","LAX",337,-3,13,1957,6,1957,-16
"12517",2015-01-31,"AA","JFK",2586,-6,24,2013,5,2013,-11
"12518",2015-01-31,"DL","ATL",2139,-3,15,2007,6,2007,-38
"12519",2015-01-31,"B6","BOS",2704,-2,24,2022,6,2022,14
"12520",2015-01-31,"DL","MSP",1589,-6,37,2031,6,2031,1
"12521",2015-01-31,"OO","ONT",363,-12,13,2001,5,2001,-25
"12522",2015-01-31,"WN","DEN",967,-6,19,2018,5,2018,-22
"12523",2015-01-31,"OO","RDD",199,-5,9,2013,5,2013,-15
"12524",2015-01-31,"B6","LGB",354,-10,7,2017,9,2017,-22
"12525",2015-01-31,"B6","JFK",2586,-10,15,2034,8,2034,-19
"12526",2015-01-31,"OO","SBP",190,-6,8,2040,3,2040,-16
"12527",2015-01-31,"AA","LAX",337,-7,16,2054,3,2054,-18
"12528",2015-01-31,"OO","SMF",86,0,12,2057,4,2057,-8
"12529",2015-01-31,"WN","LAX",337,-5,7,2102,5,2102,-13
"12530",2015-01-31,"US","PHX",651,-8,18,2125,5,2125,-16
"12531",2015-01-31,"UA","IAH",1635,10,17,2142,5,2142,-17
"12532",2015-01-31,"F9","DEN",967,-4,27,2148,8,2148,3
"12533",2015-01-31,"AA","DFW",1464,-2,11,2139,4,2139,-26
"12534",2015-01-31,"UA","KOA",2367,6,19,2216,6,2216,-15
"12535",2015-01-31,"UA","HNL",2398,15,23,2233,5,2233,7
"12536",2015-01-31,"UA","OGG",2338,3,9,2212,6,2212,-21
"12537",2015-01-31,"UA","LAX",337,-3,14,2237,7,2237,-11
"12538",2015-01-31,"UA","OGG",2338,7,10,2332,5,2332,-14
"12539",2015-01-31,"DL","HNL",2398,-4,17,3,7,3,-38
"12540",2015-01-31,"UA","HNL",2398,3,18,17,7,17,-24
"12541",2015-11-01,"OO","RNO",192,0,14,529,4,529,-10
"12542",2015-11-01,"OO","EUG",451,13,18,601,3,601,16
"12543",2015-11-01,"OO","RDD",199,-13,14,531,4,531,-23
"12544",2015-11-01,"OO","ONT",363,-3,14,541,4,541,-11
"12545",2015-11-01,"OO","MRY",77,-5,22,602,4,602,-1
"12546",2015-11-01,"UA","SEA",679,-2,13,606,6,606,-16
"12547",2015-11-01,"OO","MFR",329,-9,14,605,5,605,-17
"12548",2015-11-01,"UA","DEN",967,1,18,619,4,619,-8
"12549",2015-11-01,"UA","IND",1943,-5,11,606,4,606,-9
"12550",2015-11-01,"UA","PHL",2521,1,10,611,11,611,-2
"12551",2015-11-01,"UA","MCO",2446,-1,23,622,5,622,-25
"12552",2015-11-01,"UA","EWR",2565,5,22,627,5,627,10
"12553",2015-11-01,"OO","SMF",86,7,14,621,5,621,4
"12554",2015-11-01,"OO","ACV",250,-10,18,608,4,608,-13
"12555",2015-11-01,"OO","PSP",421,4,25,629,4,629,6
"12556",2015-11-01,"OO","SBA",262,-4,15,616,5,616,-12
"12557",2015-11-01,"UA","LAX",337,-7,14,613,5,613,-21
"12558",2015-11-01,"UA","BOS",2704,-3,16,623,6,623,10
"12559",2015-11-01,"UA","LAS",414,0,14,624,6,624,-9
"12560",2015-11-01,"OO","SAN",447,1,26,642,4,642,5
"12561",2015-11-01,"OO","MCI",1499,-4,21,632,3,632,-14
"12562",2015-11-01,"OO","RDM",462,-2,4,618,9,618,-11
"12563",2015-11-01,"OO","EUG",451,-9,14,625,7,625,-1
"12564",2015-11-01,"F9","IAH",1635,-2,14,632,6,632,-10
"12565",2015-11-01,"OO","SBP",190,-5,16,631,6,631,-5
"12566",2015-11-01,"UA","IAD",2419,-3,11,637,7,637,-8
"12567",2015-11-01,"AS","SLC",599,-6,17,641,7,641,-13
"12568",2015-11-01,"UA","PIT",2254,-3,10,637,6,637,-11
"12569",2015-11-01,"OO","SMX",216,4,18,652,4,652,0
"12570",2015-11-01,"OO","ABQ",896,-12,22,640,7,640,-11
"12571",2015-11-01,"UA","LAX",337,-4,15,646,5,646,-20
"12572",2015-11-01,"UA","BWI",2457,-1,16,650,4,650,10
"12573",2015-11-01,"UA","PHX",651,-1,9,648,7,648,-17
"12574",2015-11-01,"UA","RDU",2400,38,13,736,8,736,17
"12575",2015-11-01,"VX","PDX",550,11,12,708,4,708,11
"12576",2015-11-01,"OO","FAT",158,-12,18,651,3,651,-18
"12577",2015-11-01,"OO","TUS",751,3,26,718,4,718,6
"12578",2015-11-01,"AS","SEA",679,-7,17,705,5,705,-13
"12579",2015-11-01,"F9","ORD",1846,60,15,810,6,810,45
"12580",2015-11-01,"OO","BOI",522,0,13,710,4,710,-9
"12581",2015-11-01,"UA","ORD",1846,-1,15,713,3,713,-16
"12582",2015-11-01,"AA","JFK",2586,-7,18,711,5,711,21
"12583",2015-11-01,"AS","PDX",550,7,9,716,5,716,-9
"12584",2015-11-01,"B6","JFK",2586,11,19,730,9,730,15
"12585",2015-11-01,"B6","BOS",2704,-4,11,707,9,707,5
"12586",2015-11-01,"DL","JFK",2586,61,40,841,10,841,84
"12587",2015-11-01,"UA","CLE",2161,1,11,712,6,712,-5
"12588",2015-11-01,"UA","PDX",550,-1,12,711,7,711,-7
"12589",2015-11-01,"VX","LAS",414,-5,14,709,6,709,-3
"12590",2015-11-01,"OO","MSP",1589,-10,28,719,3,719,-5
"12591",2015-11-01,"OO","STL",1735,-10,8,705,5,705,-37
"12592",2015-11-01,"UA","MSY",1911,9,12,733,4,733,-13
"12593",2015-11-01,"AA","MIA",2585,-4,24,735,6,735,-1
"12594",2015-11-01,"UA","IAH",1635,34,17,806,14,806,7
"12595",2015-11-01,"UA","ATL",2139,-3,21,736,7,736,-11
"12596",2015-11-01,"AA","ORD",1846,0,12,732,3,732,-7
"12597",2015-11-01,"UA","HNL",2398,-6,12,731,4,731,-47
"12598",2015-11-01,"WN","LAS",414,0,9,734,4,734,-17
"12599",2015-11-01,"VX","JFK",2586,0,17,747,7,747,16
"12600",2015-11-01,"UA","BOS",2704,-2,14,747,4,747,7
"12601",2015-11-01,"VX","AUS",1504,0,15,755,5,755,-2
"12602",2015-11-01,"AA","PHL",2521,-7,13,751,5,751,-1
"12603",2015-11-01,"WN","SNA",372,-4,19,800,4,800,-8
"12604",2015-11-01,"OO","XNA",1550,-5,122,942,7,942,93
"12605",2015-11-01,"UA","SAN",447,8,17,815,2,815,-8
"12606",2015-11-01,"UA","LAS",414,-2,14,802,7,802,-26
"12607",2015-11-01,"B6","LGB",354,-6,12,801,7,801,-19
"12608",2015-11-01,"UA","DEN",967,-4,13,804,7,804,-11
"12609",2015-11-01,"OO","DFW",1464,-4,20,811,6,811,-13
"12610",2015-11-01,"AA","LAX",337,-2,23,821,3,821,-1
"12611",2015-11-01,"UA","LAX",337,-6,12,806,18,806,-15
"12612",2015-11-01,"UA","EWR",2565,4,20,824,7,824,14
"12613",2015-11-01,"VX","LAX",337,0,10,810,9,810,-1
"12614",2015-11-01,"UA","ORD",1846,-4,13,814,5,814,-26
"12615",2015-11-01,"DL","ATL",2139,15,12,837,4,837,-9
"12616",2015-11-01,"AA","DFW",1464,-4,15,826,5,826,-10
"12617",2015-11-01,"DL","JFK",2586,-1,18,832,6,832,-2
"12618",2015-11-01,"WN","MDW",1855,-3,7,819,6,819,-19
"12619",2015-11-01,"OO","ONT",363,22,15,852,4,852,15
"12620",2015-11-01,"UA","IAD",2419,-3,15,832,5,832,-3
"12621",2015-11-01,"OO","FAT",158,35,27,922,4,922,39
"12622",2015-11-01,"WN","LAX",337,-2,18,841,4,841,-3
"12623",2015-11-01,"UA","DCA",2442,0,13,843,7,843,-16
"12624",2015-11-01,"DL","DTW",2079,-4,15,846,7,846,-18
"12625",2015-11-01,"OO","SLC",599,-2,16,849,4,849,0
"12626",2015-11-01,"OO","ACV",250,-5,14,849,3,849,-11
"12627",2015-11-01,"WN","DAL",1476,-5,9,849,4,849,-27
"12628",2015-11-01,"OO","PHX",651,43,30,1008,3,1008,50
"12629",2015-11-01,"OO","SMF",86,-4,8,901,4,901,-17
"12630",2015-11-01,"OO","PDX",550,-2,10,906,4,906,-11
"12631",2015-11-01,"UA","BOS",2704,-3,16,913,6,913,-9
"12632",2015-11-01,"VX","SEA",679,-6,14,908,6,908,4
"12633",2015-11-01,"DL","LAX",337,8,18,926,3,926,-3
"12634",2015-11-01,"UA","IAD",2419,-7,13,911,12,911,-13
"12635",2015-11-01,"UA","ORD",1846,23,28,956,6,956,20
"12636",2015-11-01,"VX","LAX",337,17,18,940,6,940,16
"12637",2015-11-01,"AA","DFW",1464,5,21,936,12,936,9
"12638",2015-11-01,"B6","JFK",2586,-2,33,941,8,941,3
"12639",2015-11-01,"VX","SAN",447,-10,10,910,3,910,-20
"12640",2015-11-01,"UA","IAH",1635,14,19,944,7,944,-9
"12641",2015-11-01,"OO","FAT",158,-3,15,924,4,924,-8
"12642",2015-11-01,"OO","SNA",372,-1,22,935,16,935,20
"12643",2015-11-01,"VX","ORD",1846,3,19,937,5,937,-2
"12644",2015-11-01,"DL","MSP",1589,0,25,940,9,940,-5
"12645",2015-11-01,"OO","BUR",326,-6,21,935,3,935,-13
"12646",2015-11-01,"AA","CLT",2296,-5,23,948,4,948,-5
"12647",2015-11-01,"DL","JFK",2586,66,19,1100,6,1100,73
"12648",2015-11-01,"OO","SEA",679,-2,14,952,36,952,14
"12649",2015-11-01,"OO","EUG",451,0,12,953,3,953,-11
"12650",2015-11-01,"AS","SEA",679,-8,18,955,5,955,-17
"12651",2015-11-01,"UA","LAX",337,-6,26,1013,3,1013,-30
"12652",2015-11-01,"UA","ORD",1846,17,16,1028,9,1028,16
"12653",2015-11-01,"DL","ATL",2139,-1,30,1024,6,1024,-6
"12654",2015-11-01,"AS","PDX",550,7,15,1022,7,1022,-7
"12655",2015-11-01,"UA","EWR",2565,-3,13,1010,19,1010,-1
"12656",2015-11-01,"VX","LAX",337,-1,12,1011,7,1011,-8
"12657",2015-11-01,"VX","IAD",2419,0,13,1013,6,1013,3
"12658",2015-11-01,"WN","STL",1735,38,19,1057,7,1057,34
"12659",2015-11-01,"DL","LAX",337,1,30,1031,5,1031,9
"12660",2015-11-01,"UA","DEN",967,-5,13,1011,4,1011,-21
"12661",2015-11-01,"OO","ONT",363,-13,12,1002,7,1002,-22
"12662",2015-11-01,"AA","ORD",1846,-4,17,1023,6,1023,6
"12663",2015-11-01,"B6","LAS",414,1,20,1032,21,1032,2
"12664",2015-11-01,"OO","ACV",250,-9,11,1015,35,1015,11
"12665",2015-11-01,"AA","PHL",2521,87,11,1153,11,1153,82
"12666",2015-11-01,"UA","IAH",1635,11,12,1038,5,1038,-22
"12667",2015-11-01,"OO","BFL",238,-10,11,1016,4,1016,-24
"12668",2015-11-01,"B6","FLL",2584,1,9,1028,11,1028,-25
"12669",2015-11-01,"OO","MFR",329,-11,8,1015,25,1015,-2
"12670",2015-11-01,"WN","SAN",447,14,9,1043,3,1043,1
"12671",2015-11-01,"F9","DEN",967,-6,11,1025,7,1025,-7
"12672",2015-11-01,"OO","SAN",447,0,16,1036,4,1036,-15
"12673",2015-11-01,"OO","AUS",1504,119,17,1236,5,1236,100
"12674",2015-11-01,"AA","JFK",2586,15,19,1104,6,1104,48
"12675",2015-11-01,"VX","JFK",2586,-8,12,1034,5,1034,-3
"12676",2015-11-01,"UA","LAS",414,0,19,1051,4,1051,-10
"12677",2015-11-01,"OO","SBA",262,-14,12,1032,8,1032,-19
"12678",2015-11-01,"WN","SNA",372,-1,11,1045,4,1045,-5
"12679",2015-11-01,"OO","BOI",522,-10,14,1040,4,1040,-6
"12680",2015-11-01,"UA","BOS",2704,-2,14,1053,6,1053,-7
"12681",2015-11-01,"OO","PSP",421,-4,8,1049,7,1049,-15
"12682",2015-11-01,"OO","OKC",1384,5,11,1101,3,1101,-3
"12683",2015-11-01,"OO","SMF",86,-4,11,1055,4,1055,-11
"12684",2015-11-01,"OO","RNO",192,-2,12,1101,7,1101,-5
"12685",2015-11-01,"B6","JFK",2586,-3,23,1120,9,1120,15
"12686",2015-11-01,"UA","EWR",2565,-5,13,1108,6,1108,-11
"12687",2015-11-01,"DL","LAX",337,62,25,1227,5,1227,65
"12688",2015-11-01,"DL","ATL",2139,-5,13,1112,5,1112,-27
"12689",2015-11-01,"UA","LAS",414,-2,16,1119,4,1119,-14
"12690",2015-11-01,"AA","DFW",1464,-4,23,1129,2,1129,-2
"12691",2015-11-01,"VX","LAS",414,-3,16,1128,4,1128,-7
"12692",2015-11-01,"WN","LAX",337,-3,8,1120,5,1120,-14
"12693",2015-11-01,"OO","SLC",599,-5,16,1130,4,1130,-13
"12694",2015-11-01,"AA","PHX",651,-4,19,1135,4,1135,-11
"12695",2015-11-01,"DL","SLC",599,-5,19,1134,3,1134,-5
"12696",2015-11-01,"UA","DEN",967,1,20,1141,4,1141,-8
"12697",2015-11-01,"WN","LAS",414,-6,12,1126,9,1126,-15
"12698",2015-11-01,"AS","SEA",679,-2,20,1143,7,1143,-6
"12699",2015-11-01,"VX","LAX",337,-1,11,1135,6,1135,-4
"12700",2015-11-01,"DL","JFK",2586,25,34,1229,5,1229,46
"12701",2015-11-01,"OO","SEA",679,-7,29,1155,3,1155,-10
"12702",2015-11-01,"UA","IAH",1635,59,16,1250,6,1250,35
"12703",2015-11-01,"UA","LAX",337,-1,25,1201,3,1201,-11
"12704",2015-11-01,"DL","MSP",1589,-6,12,1151,4,1151,-26
"12705",2015-11-01,"WN","MKE",1845,-5,8,1148,5,1148,-15
"12706",2015-11-01,"WN","PHX",651,-2,18,1201,5,1201,-14
"12707",2015-11-01,"UA","SAN",447,-11,24,1208,3,1208,-15
"12708",2015-11-01,"AA","ORD",1846,-1,16,1215,5,1215,-8
"12709",2015-11-01,"UA","ORD",1846,2,18,1220,10,1220,-5
"12710",2015-11-01,"UA","EWR",2565,0,12,1212,10,1212,7
"12711",2015-11-01,"VX","DAL",1476,3,13,1216,7,1216,2
"12712",2015-11-01,"OO","SMF",86,0,30,1235,4,1235,12
"12713",2015-11-01,"AA","DFW",1464,-4,20,1223,3,1223,-7
"12714",2015-11-01,"OO","PHX",651,-4,10,1213,7,1213,-9
"12715",2015-11-01,"UA","HNL",2398,27,15,1252,4,1252,-8
"12716",2015-11-01,"OO","RNO",192,25,25,1304,3,1304,31
"12717",2015-11-01,"AA","LAX",337,8,15,1238,3,1238,-2
"12718",2015-11-01,"UA","ORD",1846,-2,15,1233,6,1233,-16
"12719",2015-11-01,"DL","DTW",2079,-4,20,1236,4,1236,-8
"12720",2015-11-01,"VX","SAN",447,0,16,1241,5,1241,-3
"12721",2015-11-01,"UA","PDX",550,89,9,1405,2,1405,71
"12722",2015-11-01,"UA","IAD",2419,-3,9,1236,6,1236,-22
